RBP_ID	Family_ID	RSource_ID	Motif_ID	MSource_ID	DBID	RBP_Name	RBP_Species	RBP_Status	Family_Name	RBDs	RBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	RBPSource_Name	RBPSource_URL	RBPSource_Year	RBPSource_Month	RBPSource_Day
T19141_0.6	F35_0.6	TS19_0.6	M002_0.6	MS2_0.6	ENSMUSG00000055204	Ankrd17	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00002	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19142_0.6	F35_0.6	TS19_0.6	M043_0.6	MS2_0.6	ENSMUSG00000056851	Pcbp2	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00044	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19143_0.6	F35_0.6	TS19_0.6	M122_0.6	MS2_0.6	ENSMUSG00000057706	Mex3b	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00129	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19144_0.6	F35_0.6	TS19_0.6	.	.	ENSMUSG00000060461	Dppa5a	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19145_0.6	F35_0.6	TS19_0.6	M046_0.6	MS2_0.6	ENSMUSG00000062078	Qk	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00047	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19146_0.6	F35_0.6	TS19_0.6	.	.	ENSMUSG00000062791	Gm382	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19147_0.6	F35_0.6	TS19_0.6	.	.	ENSMUSG00000063334	Krr1	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19148_0.6	F35_0.6	TS19_0.6	M026_0.6	MS2_0.6	ENSMUSG00000063902	Gm7964	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00026	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19149_0.6	F35_0.6	TS19_0.6	.	.	ENSMUSG00000070291	Ddx43	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19150_0.6	F35_0.6	TS19_0.6	.	.	ENSMUSG00000074480	Mex3a	Mus_musculus	N	KH	KH_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T19151_0.6	F35_0.6	TS19_0.6	M002_0.6	MS2_0.6	ENSMUSG00000089986	ENSMUSG00000089986	Mus_musculus	I	KH	KH_1	1	0.70	RNCMPT00002	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22241_0.6	F38_0.6	TS19_0.6	M293_0.6	MS1_0.6	ENSMUSG00000013415	Igf2bp1	Mus_musculus	I	KH,RRM	KH_1,RRM_1	2	0.70	355_20371350	PAR-clip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22242_0.6	F38_0.6	TS19_0.6	M163_0.6	MS2_0.6	ENSMUSG00000029814	Igf2bp3	Mus_musculus	I	KH,RRM	KH_1,RRM_1	2	0.70	RNCMPT00172	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22243_0.6	F38_0.6	TS19_0.6	M032_0.6	MS2_0.6	ENSMUSG00000033581	Igf2bp2	Mus_musculus	I	KH,RRM	KH_1,RRM_1	2	0.70	RNCMPT00033	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22371_0.6	F39_0.6	TS19_0.6	.	.	ENSMUSG00000020464	Pnpt1	Mus_musculus	N	KH,S1	KH_1,S1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22500_0.6	F40_0.6	TS19_0.6	.	.	ENSMUSG00000014329	Bicc1	Mus_musculus	N	KH,SAM	KH_1,SAM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22798_0.6	F41_0.6	TS19_0.6	.	.	ENSMUSG00000023025	Larp4	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22799_0.6	F41_0.6	TS19_0.6	.	.	ENSMUSG00000033499	Larp4b	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22800_0.6	F41_0.6	TS19_0.6	.	.	ENSMUSG00000034839	Larp6	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22801_0.6	F41_0.6	TS19_0.6	.	.	ENSMUSG00000037331	Larp1	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T22802_0.6	F41_0.6	TS19_0.6	.	.	ENSMUSG00000037814	Larp1b	Mus_musculus	N	La	La	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T23408_0.6	F42_0.6	TS19_0.6	.	.	ENSMUSG00000027968	Larp7	Mus_musculus	N	La,RRM	La,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T23409_0.6	F42_0.6	TS19_0.6	.	.	ENSMUSG00000068882	Ssb	Mus_musculus	N	La,RRM	La,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T24232_0.6	F44_0.6	TS19_0.6	.	.	ENSMUSG00000019297	2610027L16Rik	Mus_musculus	N	PUF	PUF	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T24233_0.6	F44_0.6	TS19_0.6	M286_0.6	MS1_0.6	ENSMUSG00000020594	Pum2	Mus_musculus	D	PUF	PUF	1	0.70	329_11780640	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T24233_0.6	F44_0.6	TS19_0.6	M287_0.6	MS1_0.6	ENSMUSG00000020594	Pum2	Mus_musculus	D	PUF	PUF	1	0.70	330_11780640	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T24234_0.6	F44_0.6	TS19_0.6	M255_0.6	MS1_0.6	ENSMUSG00000028580	Pum1	Mus_musculus	I	PUF	PUF	1	0.70	1182_18411299	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T24235_0.6	F44_0.6	TS19_0.6	.	.	ENSMUSG00000041360	D19Bwg1357e	Mus_musculus	N	PUF	PUF	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T25605_0.6	F46_0.6	TS19_0.6	.	.	ENSMUSG00000009079	Ewsr1	Mus_musculus	N	RanBP ZF,RRM	zf-RanBP,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T25606_0.6	F46_0.6	TS19_0.6	M316_0.6	MS1_0.6	ENSMUSG00000020680	Taf15	Mus_musculus	I	RanBP ZF,RRM	zf-RanBP,RRM_1	2	0.70	637_11098054	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T25607_0.6	F46_0.6	TS19_0.6	M316_0.6	MS1_0.6	ENSMUSG00000030795	Fus	Mus_musculus	I	RanBP ZF,RRM	zf-RanBP,RRM_1	2	0.70	637_11098054	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T25608_0.6	F46_0.6	TS19_0.6	.	.	ENSMUSG00000031060	Rbm10	Mus_musculus	N	RanBP ZF,RRM	zf-RanBP,RRM_1	2	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T25609_0.6	F46_0.6	TS19_0.6	M053_0.6	MS2_0.6	ENSMUSG00000032580	Rbm5	Mus_musculus	I	RanBP ZF,RRM	zf-RanBP,RRM_1	2	0.70	RNCMPT00055	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26616_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000003226	Ranbp2	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26617_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000015755	Tab2	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26618_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000020184	Mdm2	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26619_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000021374	Nup153	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26620_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000022552	Sharpin	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26621_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000022634	Yaf2	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26622_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000027466	Rbck1	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26623_0.6	F48_0.6	TS19_0.6	M259_0.6	MS1_0.6	ENSMUSG00000028180	Zranb2	Mus_musculus	I	RanBP ZF	zf-RanBP	1	0.70	1285_19304800	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26624_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000030967	Zranb1	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26625_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000035476	Tab3	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26626_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000036086	Zranb3	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26627_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000037326	Solh	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26628_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000039396	Neil3	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26629_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000039703	Nploc4	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26630_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000047098	Rnf31	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26631_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000055763	ENSMUSG00000055763	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26632_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000071686	Tex13a	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T26633_0.6	F48_0.6	TS19_0.6	.	.	ENSMUSG00000072872	Rybp	Mus_musculus	N	RanBP ZF	zf-RanBP	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39226_0.6	F49_0.6	TS19_0.6	M301_0.6	MS1_0.6	ENSMUSG00000000568	Hnrnpd	Mus_musculus	I	RRM	RRM_1	1	0.70	39_12419250	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39227_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000002107	Celf2	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39228_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000002524	Puf60	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39229_0.6	F49_0.6	TS19_0.6	M313_0.6	MS1_0.6	ENSMUSG00000003410	Elavl3	Mus_musculus	I	RRM	RRM_1	1	0.70	619_19846595	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39230_0.6	F49_0.6	TS19_0.6	M024_0.6	MS2_0.6	ENSMUSG00000004980	Hnrnpa2b1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00024	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39231_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000005506	Celf1	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39232_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000006456	Rbm14	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39233_0.6	F49_0.6	TS19_0.6	M227_0.6	MS2_0.6	ENSMUSG00000006498	Ptbp1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00268	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39234_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000007836	Hnrnpa0	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39235_0.6	F49_0.6	TS19_0.6	M151_0.6	MS2_0.6	ENSMUSG00000007850	Hnrnph1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00160	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39236_0.6	F49_0.6	TS19_0.6	M136_0.6	MS2_0.6	ENSMUSG00000008333	Snrpb2	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00145	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39237_0.6	F49_0.6	TS19_0.6	M328_0.6	MS1_0.6	ENSMUSG00000008489	Elavl2	Mus_musculus	I	RRM	RRM_1	1	0.70	782_8497264	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39238_0.6	F49_0.6	TS19_0.6	M159_0.6	MS2_0.6	ENSMUSG00000008658	Rbfox1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00168	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39239_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000010205	Raver1	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39240_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000010362	Rdm1	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39241_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000010592	Dazl	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39242_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000010608	Rbm25	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39243_0.6	F49_0.6	TS19_0.6	M042_0.6	MS2_0.6	ENSMUSG00000011257	Pabpc4	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00043	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39244_0.6	F49_0.6	TS19_0.6	M089_0.6	MS2_0.6	ENSMUSG00000015165	Hnrnpl	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00091	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39245_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000015757	Ppil4	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39246_0.6	F49_0.6	TS19_0.6	M126_0.6	MS2_0.6	ENSMUSG00000016921	Srsf6	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00134	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39247_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000018040	Rrp7a	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39248_0.6	F49_0.6	TS19_0.6	M102_0.6	MS2_0.6	ENSMUSG00000018379	Srsf1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00106	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39249_0.6	F49_0.6	TS19_0.6	M302_0.6	MS1_0.6	ENSMUSG00000018583	G3bp1	Mus_musculus	I	RRM	RRM_1	1	0.70	432_11604510	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39250_0.6	F49_0.6	TS19_0.6	M062_0.6	MS2_0.6	ENSMUSG00000018974	Sart3	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00064	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39251_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000020069	Hnrnph3	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39252_0.6	F49_0.6	TS19_0.6	M149_0.6	MS2_0.6	ENSMUSG00000020300	Cpeb4	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00158	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39253_0.6	F49_0.6	TS19_0.6	M301_0.6	MS1_0.6	ENSMUSG00000020358	Hnrnpab	Mus_musculus	I	RRM	RRM_1	1	0.70	39_12419250	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39254_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000021040	1810035L17Rik	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39255_0.6	F49_0.6	TS19_0.6	M355_0.6	MS1_0.6	ENSMUSG00000021134	Srsf5	Mus_musculus	I	RRM	RRM_1	1	0.70	983_9037021	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39256_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000021392	Nol8	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39257_0.6	F49_0.6	TS19_0.6	M022_0.6	MS2_0.6	ENSMUSG00000021927	ENSMUSG00000021927	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00022	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39258_0.6	F49_0.6	TS19_0.6	M168_0.6	MS2_0.6	ENSMUSG00000021938	Pspc1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00177	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39259_0.6	F49_0.6	TS19_0.6	M140_0.6	MS2_0.6	ENSMUSG00000022012	Enox1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00149	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39260_0.6	F49_0.6	TS19_0.6	M148_0.6	MS2_0.6	ENSMUSG00000022194	Pabpn1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00157	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39261_0.6	F49_0.6	TS19_0.6	M146_0.6	MS2_0.6	ENSMUSG00000022283	Pabpc1	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00155	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39262_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000022721	Trmt2a	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39263_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000022774	Ncbp2	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39264_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000022858	Tra2b	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39265_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000022983	Scaf4	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39266_0.6	F49_0.6	TS19_0.6	M169_0.6	MS2_0.6	ENSMUSG00000024095	Hnrpll	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00178	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39267_0.6	F49_0.6	TS19_0.6	M004_0.6	MS2_0.6	ENSMUSG00000024268	Celf4	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00004	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39268_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000024369	Rdbp	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39269_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000025134	Thoc4	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39270_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000025571	Tnrc6c	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39271_0.6	F49_0.6	TS19_0.6	M159_0.6	MS2_0.6	ENSMUSG00000025576	Rbfox3	Mus_musculus	I	RRM	RRM_1	1	0.70	RNCMPT00168	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	NULL	NULL	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39272_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000025586	Cpeb1	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39273_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000025899	Alkbh8	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39274_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000025977	Boll	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39275_0.6	F49_0.6	TS19_0.6	M245_0.6	MS1_0.6	ENSMUSG00000026234	Ncl	Mus_musculus	I	RRM	RRM_1	1	0.70	1004_8676391	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39276_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000026377	Mki67ip	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39277_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000026519	Tmem63a	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
T39278_0.6	F49_0.6	TS19_0.6	.	.	ENSMUSG00000026667	Uhmk1	Mus_musculus	N	RRM	RRM_1	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2011	Oct	26
